Категория,Название,Полное название,Ссылка
Противоопухолевые и иммуномодуляторы,Гемзар,Гемзар лиофилизат для приготовления раствора для инфузий 200мг флакон №1,https://аптека-омск.рф/lek/gemzar-liof-prigot-r-ra-dinf-200mg-fl-no1
Противоопухолевые и иммуномодуляторы,Методжект,"Методжект раствор для подкожного введения 50мг/мл 1 шприц 20мг/0,4мл",https://аптека-омск.рф/lek/metodzhekt-50-mgml-20-mg-04-ml-n1-shpric-r-r-pk
Противоопухолевые и иммуномодуляторы,Гемцитабин,Гемцитабин-Эбеве концентрат для приготовления раствора для инфузий 10мг/мл флакон 50мл №1,https://аптека-омск.рф/lek/gemcitabin-ebeve-001ml-50ml-n1-flak-konc-dr-ra-dinf-0
Противоопухолевые и иммуномодуляторы,Метортрит,"Метортрит раствор для инъекций 10мг/мл шприц 1,5мл №1 + игла",https://аптека-омск.рф/lek/metortrit-001ml-15ml-n1-shpric-r-r-dinigla
Противоопухолевые и иммуномодуляторы,Элафра,Элафра таблетки покрытые плёночной оболочкой 20мг №30,https://аптека-омск.рф/lek/elafra-tab-po-plyon-20mg-no30
Противоопухолевые и иммуномодуляторы,Метортрит,"Метортрит раствор для инъекций 10мг/мл шприц 2,5мл №1 + игла",https://аптека-омск.рф/lek/metortrit-001ml-25ml-n1-shpric-r-r-dinigla
Противоопухолевые и иммуномодуляторы,Метортрит,"Метортрит раствор для инъекций 10мг/мл шприц 2,25мл №1 + игла",https://аптека-омск.рф/lek/metortrit-001ml-225ml-n1-shpric-r-r-dinigla
Противоопухолевые и иммуномодуляторы,Метотрексат,"Метотрексат-Эбеве раствор для инъекций 10мг/мл шприц 1,5мл №1 в комплекте с 1 иглой с автоматической системой защиты иглы",https://аптека-омск.рф/lek/metotreksat-ebeve-001ml-15ml-shpric-n1-r-r-dinigla-avtomat-zaschity
Противоопухолевые и иммуномодуляторы,Метортрит,Метортрит раствор для инъекций 10мг/мл шприц 2мл №1 + игла,https://аптека-омск.рф/lek/metortrit-001ml-2ml-n1-shpric-r-r-dinigla
Противоопухолевые и иммуномодуляторы,Глутоксим,Глутоксим раствор для инъекций 10мг/мл ампулы 2мл №5,https://аптека-омск.рф/lek/glutoksim-001ml-2ml-n5-amp-r-r-din
Противоопухолевые и иммуномодуляторы,Аназалес,Аназалес таблетки покрытые плёночной оболочкой 1мг №28,https://аптека-омск.рф/lek/anazales-tab-po-plyon-1mg-no28
Противоопухолевые и иммуномодуляторы,Лорета,"Лорета таблетки покрытые плёночной оболочкой 2,5мг №30",https://аптека-омск.рф/lek/loreta-00025-n30-tabl-pplenoboloch
Противоопухолевые и иммуномодуляторы,Лорета,"Лорета таблетки покрытые плёночной оболочкой 2,5мг №30",https://аптека-омск.рф/lek/loreta-tab-po-plyon-25mg-no30
Противоопухолевые и иммуномодуляторы,Суперлимф,Суперлимф суппозитории ректальные и вагинальные 10ЕД №10,https://аптека-омск.рф/lek/superlimf-10ed-n10-supp-rekt-vag
Противоопухолевые и иммуномодуляторы,Глутоксим,Глутоксим раствор для инъекций 30мг/мл ампулы 1мл №5,https://аптека-омск.рф/lek/glutoksim-003ml-1ml-n5-amp-r-r-din-0
Сердечно-сосудистая система,Валидол,Валидол с глюкозой таблетки подъяз №10 (отпуск 10шт),https://аптека-омск.рф/lek/validol-s-glyukozoy-tab-podyaz-no10-otpusk-10sht
Сердечно-сосудистая система,Эналаприл,Эналаприл таблетки 5мг №20,https://аптека-омск.рф/lek/enalapril-tabletki-5mg-no20
Сердечно-сосудистая система,Каптоприл,Каптоприл таблетки 25мг №40,https://аптека-омск.рф/lek/kaptopril-tab-25mg-no40
Сердечно-сосудистая система,Ацекардол,Ацекардол таблетки покрытые плёночной оболочкой 50мг №30,https://аптека-омск.рф/lek/acekardol-tabletki-ppo-50mg-no30
Сердечно-сосудистая система,Боярышника настойка,Боярышника настойка 25мл,https://аптека-омск.рф/lek/boyaryshnika-nastoyka-25ml-v-indupak
Сердечно-сосудистая система,Папаверин,Папаверин таблетки 40мг №10,https://аптека-омск.рф/lek/papaverin-tab-40mg-no10
